開催日,大会名,店名,開催都道府県,大会カテゴリ,順位,獲得CSP,プレイヤーID,プレイヤー名,デッキ名,大会ID,詳細URL,元テキスト,取得日時
2023-03-14,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ博多店,福岡県,オープン,2,75,0000000032,選手32,ドラパルトex,700024,,"2 位	75pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2023-03-14,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ博多店,福岡県,オープン,3,50,0000000036,選手36,リザードンex,700024,,"3 位	50pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2023-03-14,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ博多店,福岡県,オープン,4,50,0000000047,選手47,サーナイトex,700024,,"4 位	50pt	選手47
プレイヤーID：0000000047",2026-07-29T00:00:00Z
2023-03-14,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ博多店,福岡県,オープン,5,25,0000000050,選手50,タケルライコex,700024,,"5 位	25pt	選手50
プレイヤーID：0000000050",2026-07-29T00:00:00Z
2023-03-14,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ博多店,福岡県,オープン,6,25,0000000051,選手51,リザードンex,700024,,"6 位	25pt	選手51
プレイヤーID：0000000051",2026-07-29T00:00:00Z
2023-03-14,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ博多店,福岡県,オープン,7,25,0000000053,選手53,リザードンex,700024,,"7 位	25pt	選手53
プレイヤーID：0000000053",2026-07-29T00:00:00Z
2023-03-14,シティリーグ2023 シーズン3 オープンリーグ,サンプルトレカ博多店,福岡県,オープン,8,25,0000000061,選手61,サーナイトex,700024,,"8 位	25pt	選手61
プレイヤーID：0000000061",2026-07-29T00:00:00Z
2023-10-08,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,1,100,0000000002,強豪B改,サーナイトex,700025,,"1 位	100pt	強豪B改
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2023-10-08,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,2,75,0000000004,選手04,サーナイトex,700025,,"2 位	75pt	選手04
プレイヤーID：0000000004",2026-07-29T00:00:00Z
2023-10-08,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,3,50,0000000006,選手06,サーナイトex,700025,,"3 位	50pt	選手06
プレイヤーID：0000000006",2026-07-29T00:00:00Z
2023-10-08,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,4,50,0000000011,選手11,サーナイトex,700025,,"4 位	50pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2023-10-08,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,5,25,0000000019,選手19,サーナイトex,700025,,"5 位	25pt	選手19
プレイヤーID：0000000019",2026-07-29T00:00:00Z
2023-10-08,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,6,25,0000000028,選手28,タケルライコex,700025,,"6 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2023-10-08,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,7,25,0000000032,選手32,ドラパルトex,700025,,"7 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2023-10-08,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード東京本店,東京都,オープン,8,25,0000000041,選手41,サーナイトex,700025,,"8 位	25pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2024-03-08,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,1,100,0000000001,トップA,タケルライコex,700026,,"1 位	100pt	トップA
プレイヤーID：0000000001",2026-07-29T00:00:00Z
2024-03-08,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,2,75,0000000002,強豪B改,リザードンex,700026,,"2 位	75pt	強豪B改
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2024-03-08,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,3,50,0000000004,選手04,ドラパルトex,700026,,"3 位	50pt	選手04
プレイヤーID：0000000004",2026-07-29T00:00:00Z
2024-03-08,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,4,50,0000000007,選手07,タケルライコex,700026,,"4 位	50pt	選手07
プレイヤーID：0000000007",2026-07-29T00:00:00Z
2024-03-08,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,5,25,0000000009,選手09,ドラパルトex,700026,,"5 位	25pt	選手09
プレイヤーID：0000000009",2026-07-29T00:00:00Z
2024-03-08,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,6,25,0000000022,選手22,タケルライコex,700026,,"6 位	25pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2024-03-08,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,7,25,0000000026,選手26,タケルライコex,700026,,"7 位	25pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2024-03-08,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード東京本店,東京都,オープン,8,25,0000000041,選手41,リザードンex,700026,,"8 位	25pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,1,100,0000000002,強豪B改,タケルライコex,700027,,"1 位	100pt	強豪B改
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,2,75,0000000009,選手09,リザードンex,700027,,"2 位	75pt	選手09
プレイヤーID：0000000009",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,3,50,0000000010,選手10,タケルライコex,700027,,"3 位	50pt	選手10
プレイヤーID：0000000010",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,4,50,0000000011,選手11,ドラパルトex,700027,,"4 位	50pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,5,25,0000000013,選手13,タケルライコex,700027,,"5 位	25pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,6,25,0000000020,選手20,サーナイトex,700027,,"6 位	25pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,7,25,0000000035,選手35,リザードンex,700027,,"7 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード池袋店,東京都,オープン,8,25,0000000041,選手41,リザードンex,700027,,"8 位	25pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,1,100,0000000002,強豪B改,タケルライコex,700028,,"1 位	100pt	強豪B改
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,2,75,0000000006,選手06,ドラパルトex,700028,,"2 位	75pt	選手06
プレイヤーID：0000000006",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,3,50,0000000013,選手13,タケルライコex,700028,,"3 位	50pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,4,50,0000000014,選手14,リザードンex,700028,,"4 位	50pt	選手14
プレイヤーID：0000000014",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,5,25,0000000015,選手15,サーナイトex,700028,,"5 位	25pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,6,25,0000000025,選手25,サーナイトex,700028,,"6 位	25pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,7,25,0000000028,選手28,タケルライコex,700028,,"7 位	25pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード池袋店,東京都,オープン,8,25,0000000038,選手38,サーナイトex,700028,,"8 位	25pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,1,100,0000000016,選手16,ドラパルトex,700029,,"1 位	100pt	選手16
プレイヤーID：0000000016",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,2,75,0000000019,選手19,タケルライコex,700029,,"2 位	75pt	選手19
プレイヤーID：0000000019",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,3,50,0000000022,選手22,タケルライコex,700029,,"3 位	50pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,4,50,0000000033,選手33,タケルライコex,700029,,"4 位	50pt	選手33
プレイヤーID：0000000033",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,5,25,0000000037,選手37,ドラパルトex,700029,,"5 位	25pt	選手37
プレイヤーID：0000000037",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,6,25,0000000040,選手40,タケルライコex,700029,,"6 位	25pt	選手40
プレイヤーID：0000000040",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,7,25,0000000048,選手48,タケルライコex,700029,,"7 位	25pt	選手48
プレイヤーID：0000000048",2026-07-29T00:00:00Z
2023-10-09,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,8,25,0000000050,選手50,サーナイトex,700029,,"8 位	25pt	選手50
プレイヤーID：0000000050",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,1,100,0000000011,選手11,リザードンex,700030,,"1 位	100pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,2,75,0000000013,選手13,リザードンex,700030,,"2 位	75pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,3,50,0000000017,選手17,リザードンex,700030,,"3 位	50pt	選手17
プレイヤーID：0000000017",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,4,50,0000000021,選手21,タケルライコex,700030,,"4 位	50pt	選手21
プレイヤーID：0000000021",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,5,25,0000000023,選手23,リザードンex,700030,,"5 位	25pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,6,25,0000000035,選手35,タケルライコex,700030,,"6 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,7,25,0000000044,選手44,タケルライコex,700030,,"7 位	25pt	選手44
プレイヤーID：0000000044",2026-07-29T00:00:00Z
2024-03-09,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ千葉店,千葉県,オープン,8,25,0000000048,選手48,サーナイトex,700030,,"8 位	25pt	選手48
プレイヤーID：0000000048",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,1,100,0000000012,選手12,リザードンex,700031,,"1 位	100pt	選手12
プレイヤーID：0000000012",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,2,75,0000000014,選手14,サーナイトex,700031,,"2 位	75pt	選手14
プレイヤーID：0000000014",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,3,50,0000000022,選手22,タケルライコex,700031,,"3 位	50pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,4,50,0000000028,選手28,タケルライコex,700031,,"4 位	50pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,5,25,0000000034,選手34,リザードンex,700031,,"5 位	25pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,6,25,0000000036,選手36,リザードンex,700031,,"6 位	25pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,7,25,0000000046,選手46,ドラパルトex,700031,,"7 位	25pt	選手46
プレイヤーID：0000000046",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルバトル柏店,千葉県,オープン,8,25,0000000047,選手47,リザードンex,700031,,"8 位	25pt	選手47
プレイヤーID：0000000047",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,1,100,0000000016,選手16,サーナイトex,700032,,"1 位	100pt	選手16
プレイヤーID：0000000016",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,2,75,0000000024,選手24,サーナイトex,700032,,"2 位	75pt	選手24
プレイヤーID：0000000024",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,3,50,0000000025,選手25,タケルライコex,700032,,"3 位	50pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,4,50,0000000027,選手27,ドラパルトex,700032,,"4 位	50pt	選手27
プレイヤーID：0000000027",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,5,25,0000000031,選手31,サーナイトex,700032,,"5 位	25pt	選手31
プレイヤーID：0000000031",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,6,25,0000000034,選手34,ドラパルトex,700032,,"6 位	25pt	選手34
プレイヤーID：0000000034",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,7,25,0000000038,選手38,リザードンex,700032,,"7 位	25pt	選手38
プレイヤーID：0000000038",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルバトル柏店,千葉県,オープン,8,25,0000000043,選手43,リザードンex,700032,,"8 位	25pt	選手43
プレイヤーID：0000000043",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,1,100,0000000014,選手14,タケルライコex,700033,,"1 位	100pt	選手14
プレイヤーID：0000000014",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,2,75,0000000015,選手15,リザードンex,700033,,"2 位	75pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,3,50,0000000024,選手24,ドラパルトex,700033,,"3 位	50pt	選手24
プレイヤーID：0000000024",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,4,50,0000000028,選手28,タケルライコex,700033,,"4 位	50pt	選手28
プレイヤーID：0000000028",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,5,25,0000000032,選手32,サーナイトex,700033,,"5 位	25pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,6,25,0000000036,選手36,タケルライコex,700033,,"6 位	25pt	選手36
プレイヤーID：0000000036",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,7,25,0000000042,選手42,サーナイトex,700033,,"7 位	25pt	選手42
プレイヤーID：0000000042",2026-07-29T00:00:00Z
2023-10-10,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,8,25,0000000044,選手44,ドラパルトex,700033,,"8 位	25pt	選手44
プレイヤーID：0000000044",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,1,100,0000000012,選手12,リザードンex,700034,,"1 位	100pt	選手12
プレイヤーID：0000000012",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,2,75,0000000022,選手22,ドラパルトex,700034,,"2 位	75pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,3,50,0000000026,選手26,タケルライコex,700034,,"3 位	50pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,4,50,0000000031,選手31,タケルライコex,700034,,"4 位	50pt	選手31
プレイヤーID：0000000031",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,5,25,0000000033,選手33,リザードンex,700034,,"5 位	25pt	選手33
プレイヤーID：0000000033",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,6,25,0000000039,選手39,タケルライコex,700034,,"6 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,7,25,0000000044,選手44,タケルライコex,700034,,"7 位	25pt	選手44
プレイヤーID：0000000044",2026-07-29T00:00:00Z
2024-03-10,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード横浜店,神奈川県,オープン,8,25,0000000048,選手48,サーナイトex,700034,,"8 位	25pt	選手48
プレイヤーID：0000000048",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,1,100,0000000015,選手15,タケルライコex,700035,,"1 位	100pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,2,75,0000000025,選手25,サーナイトex,700035,,"2 位	75pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,3,50,0000000026,選手26,ドラパルトex,700035,,"3 位	50pt	選手26
プレイヤーID：0000000026",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,4,50,0000000032,選手32,サーナイトex,700035,,"4 位	50pt	選手32
プレイヤーID：0000000032",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,5,25,0000000037,選手37,サーナイトex,700035,,"5 位	25pt	選手37
プレイヤーID：0000000037",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,6,25,0000000039,選手39,タケルライコex,700035,,"6 位	25pt	選手39
プレイヤーID：0000000039",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,7,25,0000000041,選手41,リザードンex,700035,,"7 位	25pt	選手41
プレイヤーID：0000000041",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,8,25,0000000045,選手45,ドラパルトex,700035,,"8 位	25pt	選手45
プレイヤーID：0000000045",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,1,100,0000000015,選手15,ドラパルトex,700036,,"1 位	100pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,2,75,0000000019,選手19,リザードンex,700036,,"2 位	75pt	選手19
プレイヤーID：0000000019",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,3,50,0000000020,選手20,リザードンex,700036,,"3 位	50pt	選手20
プレイヤーID：0000000020",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,4,50,0000000022,選手22,サーナイトex,700036,,"4 位	50pt	選手22
プレイヤーID：0000000022",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,5,25,0000000025,選手25,サーナイトex,700036,,"5 位	25pt	選手25
プレイヤーID：0000000025",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,6,25,0000000035,選手35,サーナイトex,700036,,"6 位	25pt	選手35
プレイヤーID：0000000035",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,7,25,0000000044,選手44,タケルライコex,700036,,"7 位	25pt	選手44
プレイヤーID：0000000044",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルトレカ川崎店,神奈川県,オープン,8,25,0000000048,選手48,ドラパルトex,700036,,"8 位	25pt	選手48
プレイヤーID：0000000048",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,1,100,0000000002,強豪B改,ドラパルトex,700037,,"1 位	100pt	強豪B改
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,2,75,0000000004,選手04,タケルライコex,700037,,"2 位	75pt	選手04
プレイヤーID：0000000004",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,3,50,0000000009,選手09,サーナイトex,700037,,"3 位	50pt	選手09
プレイヤーID：0000000009",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,4,50,0000000011,選手11,サーナイトex,700037,,"4 位	50pt	選手11
プレイヤーID：0000000011",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,5,25,0000000013,選手13,サーナイトex,700037,,"5 位	25pt	選手13
プレイヤーID：0000000013",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,6,25,0000000015,選手15,サーナイトex,700037,,"6 位	25pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,7,25,0000000024,選手24,リザードンex,700037,,"7 位	25pt	選手24
プレイヤーID：0000000024",2026-07-29T00:00:00Z
2023-10-11,シティリーグ2024 シーズン1 オープンリーグ,サンプルカード大阪店,大阪府,オープン,8,25,0000000037,選手37,サーナイトex,700037,,"8 位	25pt	選手37
プレイヤーID：0000000037",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,1,100,0000000001,トップA,タケルライコex,700038,,"1 位	100pt	トップA
プレイヤーID：0000000001",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,2,75,0000000002,強豪B改,リザードンex,700038,,"2 位	75pt	強豪B改
プレイヤーID：0000000002",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,3,50,0000000008,選手08,ドラパルトex,700038,,"3 位	50pt	選手08
プレイヤーID：0000000008",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,4,50,0000000015,選手15,ドラパルトex,700038,,"4 位	50pt	選手15
プレイヤーID：0000000015",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,5,25,0000000018,選手18,タケルライコex,700038,,"5 位	25pt	選手18
プレイヤーID：0000000018",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,6,25,0000000023,選手23,サーナイトex,700038,,"6 位	25pt	選手23
プレイヤーID：0000000023",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,7,25,0000000031,選手31,サーナイトex,700038,,"7 位	25pt	選手31
プレイヤーID：0000000031",2026-07-29T00:00:00Z
2024-03-11,シティリーグ2024 シーズン3 オープンリーグ,サンプルカード大阪店,大阪府,オープン,8,25,0000000037,選手37,タケルライコex,700038,,"8 位	25pt	選手37
プレイヤーID：0000000037",2026-07-29T00:00:00Z
2023-10-12,シティリーグ2024 シーズン1 オープンリーグ,サンプルトレカ梅田店,大阪府,オープン,1,100,0000000009,選手09,タケルライコex,700039,,"1 位	100pt	選手09
プレイヤーID：0000000009",2026-07-29T00:00:00Z
